date,channel,total_spend,attributed_orders,attributed_revenue,day_of_week,promo_flag,week_index
2025-09-24,email,16876.07,10.0,59065.990000000005,Wednesday,0,11
2025-09-24,organic,4401.64,11.0,76339.08,Wednesday,0,11
2025-09-24,paid_social,125345.81,18.0,97475.97,Wednesday,0,11
2025-09-24,referral,29810.74,8.0,52912.81999999999,Wednesday,0,11
2025-09-24,search,123426.23,29.0,195242.83000000002,Wednesday,0,11
2025-09-25,email,19619.28,18.0,126391.64,Thursday,0,11
2025-09-25,organic,4181.51,6.0,31508.09,Thursday,0,11
2025-09-25,paid_social,144208.08000000002,17.0,124663.58,Thursday,0,11
2025-09-25,referral,27968.81,5.0,40590.75,Thursday,0,11
2025-09-25,search,139853.86000000002,16.0,132650.3,Thursday,0,11
2025-09-26,email,14720.32,7.0,52675.33,Friday,0,12
2025-09-26,organic,4795.4400000000005,9.0,44889.41,Friday,0,12
2025-09-26,paid_social,142604.7,15.0,95009.12,Friday,0,12
2025-09-26,referral,27372.01,7.0,61897.840000000004,Friday,0,12
2025-09-26,search,164276.28,41.0,265103.72000000003,Friday,0,12
2025-09-27,email,17883.24,17.0,101397.94,Saturday,0,12
2025-09-27,organic,4384.01,10.0,43162.59,Saturday,0,12
2025-09-27,paid_social,141402.71,13.0,65151.35,Saturday,0,12
2025-09-27,referral,27749.54,10.0,82394.40000000001,Saturday,0,12
2025-09-27,search,178596.03,33.0,218852.62,Saturday,0,12
2025-09-28,email,18442.83,16.0,106645.81000000001,Sunday,0,12
2025-09-28,organic,3829.17,14.0,97819.16,Sunday,0,12
2025-09-28,paid_social,140960.43,16.0,96023.69,Sunday,0,12
2025-09-28,referral,28661.63,2.0,7734.66,Sunday,0,12
2025-09-28,search,179588.66,31.0,264230.08999999997,Sunday,0,12
2025-09-29,email,17429.760000000002,6.0,37038.020000000004,Monday,0,12
2025-09-29,organic,4507.01,10.0,65032.619999999995,Monday,0,12
2025-09-29,paid_social,120897.16,19.0,115799.92,Monday,0,12
2025-09-29,referral,28935.64,0.0,0.0,Monday,0,12
2025-09-29,search,172110.28,26.0,134817.19,Monday,0,12
2025-09-30,email,15361.57,10.0,41579.45,Tuesday,0,12
2025-09-30,organic,4122.41,8.0,44032.96,Tuesday,0,12
2025-09-30,paid_social,124166.78,8.0,31956.39,Tuesday,0,12
2025-09-30,referral,26698.64,2.0,18923.32,Tuesday,0,12
2025-09-30,search,119408.3,48.0,276734.87,Tuesday,0,12
2025-10-01,email,16619.75,20.0,130147.78,Wednesday,0,12
2025-10-01,organic,3363.33,6.0,38237.0,Wednesday,0,12
2025-10-01,paid_social,128373.17,19.0,230624.8,Wednesday,0,12
2025-10-01,referral,26215.8,9.0,76178.1,Wednesday,0,12
2025-10-01,search,157823.61,26.0,148364.47,Wednesday,0,12
2025-10-02,email,19104.09,8.0,43608.21,Thursday,0,12
2025-10-02,organic,4065.12,4.0,32208.710000000003,Thursday,0,12
2025-10-02,paid_social,129355.84,12.0,81372.82,Thursday,0,12
2025-10-02,referral,31909.15,5.0,39471.38,Thursday,0,12
2025-10-02,search,156252.36,32.0,193041.37,Thursday,0,12
2025-10-03,email,20179.77,20.0,119759.49,Friday,0,13
2025-10-03,organic,4012.85,13.0,93706.06,Friday,0,13
2025-10-03,paid_social,148133.8,18.0,65432.1,Friday,0,13
2025-10-03,referral,32483.23,10.0,64485.06,Friday,0,13
2025-10-03,search,153731.31,33.0,212651.34,Friday,0,13
2025-10-04,email,17452.35,18.0,103984.37,Saturday,0,13
2025-10-04,organic,4700.9400000000005,11.0,60380.81,Saturday,0,13
2025-10-04,paid_social,127609.16,14.0,203544.43,Saturday,0,13
2025-10-04,referral,33781.15,6.0,48832.31,Saturday,0,13
2025-10-04,search,171700.47,34.0,239755.88999999998,Saturday,0,13
2025-10-05,email,19014.1,14.0,101151.32,Sunday,0,13
2025-10-05,organic,4727.74,10.0,67046.31999999999,Sunday,0,13
2025-10-05,paid_social,139819.8,19.0,114883.61,Sunday,0,13
2025-10-05,referral,32778.65,8.0,52808.14,Sunday,0,13
2025-10-05,search,174554.30000000002,31.0,208177.87,Sunday,0,13
2025-10-06,email,18139.670000000002,13.0,70659.85,Monday,0,13
2025-10-06,organic,4645.2,9.0,60292.060000000005,Monday,0,13
2025-10-06,paid_social,126641.78,11.0,67686.45999999999,Monday,0,13
2025-10-06,referral,31657.95,4.0,30094.379999999997,Monday,0,13
2025-10-06,search,148917.74,37.0,231311.8,Monday,0,13
2025-10-07,email,19900.28,20.0,138300.97,Tuesday,1,13
2025-10-07,organic,5312.37,9.0,60973.869999999995,Tuesday,1,13
2025-10-07,paid_social,163377.46,25.0,178688.74,Tuesday,1,13
2025-10-07,referral,35526.35,12.0,94891.11,Tuesday,1,13
2025-10-07,search,192374.93,33.0,168631.31,Tuesday,1,13
2025-10-08,email,15345.99,12.0,73514.09,Wednesday,0,13
2025-10-08,organic,3811.49,5.0,32346.03,Wednesday,0,13
2025-10-08,paid_social,115664.07,16.0,110780.81,Wednesday,0,13
2025-10-08,referral,26883.18,7.0,47951.07,Wednesday,0,13
2025-10-08,search,149139.55,23.0,163008.12,Wednesday,0,13
2025-10-09,email,16520.14,13.0,84620.58,Thursday,0,13
2025-10-09,organic,4174.68,9.0,59517.11,Thursday,0,13
2025-10-09,paid_social,127146.39,16.0,104834.87,Thursday,0,13
2025-10-09,referral,31066.71,3.0,24881.07,Thursday,0,13
2025-10-09,search,155146.68,37.0,294875.95,Thursday,0,13
2025-10-10,email,17550.809999999998,14.0,90613.29,Friday,0,14
2025-10-10,organic,5069.08,8.0,44631.35,Friday,0,14
2025-10-10,paid_social,123495.07,9.0,63384.880000000005,Friday,0,14
2025-10-10,referral,34298.68,12.0,60410.479999999996,Friday,0,14
2025-10-10,search,162132.04,28.0,178530.1,Friday,0,14
2025-10-11,email,22047.32,4.0,30047.45,Saturday,0,14
2025-10-11,organic,4867.54,9.0,59242.08,Saturday,0,14
2025-10-11,paid_social,150033.72,13.0,77476.25,Saturday,0,14
2025-10-11,referral,34502.49,2.0,15564.64,Saturday,0,14
2025-10-11,search,193418.97,26.0,173500.22999999998,Saturday,0,14
2025-10-12,email,20970.96,14.0,67690.32,Sunday,0,14
2025-10-12,organic,4974.9400000000005,9.0,82556.58,Sunday,0,14
2025-10-12,paid_social,148141.35,15.0,112035.61,Sunday,0,14
2025-10-12,referral,33100.6,6.0,36070.74,Sunday,0,14
2025-10-12,search,167597.13,26.0,174507.73,Sunday,0,14
2025-10-13,email,17241.45,10.0,53422.56,Monday,0,14
2025-10-13,organic,4665.11,8.0,50890.58,Monday,0,14
2025-10-13,paid_social,124390.95000000001,12.0,82051.09,Monday,0,14
2025-10-13,referral,28407.96,4.0,42905.18,Monday,0,14
2025-10-13,search,150094.51,37.0,237493.95,Monday,0,14
2025-10-14,email,18704.64,11.0,55686.3,Tuesday,0,14
2025-10-14,organic,4403.49,10.0,61310.53,Tuesday,0,14
2025-10-14,paid_social,114608.28,10.0,50430.97,Tuesday,0,14
2025-10-14,referral,27232.16,12.0,73722.52,Tuesday,0,14
2025-10-14,search,152085.43,33.0,230822.36,Tuesday,0,14
2025-10-15,email,16912.59,8.0,49713.15,Wednesday,0,14
2025-10-15,organic,4485.52,8.0,57677.82,Wednesday,0,14
2025-10-15,paid_social,122865.6,21.0,110130.61,Wednesday,0,14
2025-10-15,referral,28699.7,11.0,59874.35,Wednesday,0,14
2025-10-15,search,138892.17,28.0,166198.91,Wednesday,0,14
2025-10-16,email,17737.69,15.0,95678.59,Thursday,0,14
2025-10-16,organic,3958.36,13.0,93836.90000000001,Thursday,0,14
2025-10-16,paid_social,139043.93,13.0,73521.23,Thursday,0,14
2025-10-16,referral,30475.96,4.0,33643.39,Thursday,0,14
2025-10-16,search,142323.24,26.0,186251.59,Thursday,0,14
2025-10-17,email,17644.23,18.0,151583.36000000002,Friday,0,15
2025-10-17,organic,4561.99,8.0,40168.479999999996,Friday,0,15
2025-10-17,paid_social,138298.15,14.0,73205.99,Friday,0,15
2025-10-17,referral,33620.66,5.0,36110.06999999999,Friday,0,15
2025-10-17,search,180026.28,27.0,164378.14,Friday,0,15
2025-10-18,email,20681.52,10.0,91058.34,Saturday,0,15
2025-10-18,organic,4370.42,16.0,89903.01,Saturday,0,15
2025-10-18,paid_social,146720.0,22.0,133350.45,Saturday,0,15
2025-10-18,referral,33299.240000000005,7.0,54257.97,Saturday,0,15
2025-10-18,search,148465.74,31.0,228221.80000000002,Saturday,0,15
2025-10-19,email,19655.68,18.0,119255.59,Sunday,0,15
2025-10-19,organic,4494.61,9.0,63189.21,Sunday,0,15
2025-10-19,paid_social,149135.53,16.0,85980.26,Sunday,0,15
2025-10-19,referral,34003.17,0.0,0.0,Sunday,0,15
2025-10-19,search,183186.47,28.0,182581.37,Sunday,0,15
2025-10-20,email,18816.309999999998,13.0,74509.81,Monday,0,15
2025-10-20,organic,4508.43,6.0,37116.04,Monday,0,15
2025-10-20,paid_social,103468.13,14.0,60808.31,Monday,0,15
2025-10-20,referral,30706.57,3.0,16475.57,Monday,0,15
2025-10-20,search,149182.4,27.0,194583.16,Monday,0,15
2025-10-21,email,15989.07,7.0,53865.71,Tuesday,0,15
2025-10-21,organic,4623.53,7.0,57576.86,Tuesday,0,15
2025-10-21,paid_social,115997.16,19.0,100286.47,Tuesday,0,15
2025-10-21,referral,27782.239999999998,4.0,18302.46,Tuesday,0,15
2025-10-21,search,140023.66,29.0,161605.35,Tuesday,0,15
2025-10-22,email,16411.42,15.0,96159.35,Wednesday,0,15
2025-10-22,organic,4111.8,7.0,59430.56,Wednesday,0,15
2025-10-22,paid_social,122661.62,8.0,67425.36,Wednesday,0,15
2025-10-22,referral,32476.79,6.0,18779.14,Wednesday,0,15
2025-10-22,search,149880.25,26.0,169935.45,Wednesday,0,15
2025-10-23,email,23483.8,29.0,117418.87,Thursday,1,15
2025-10-23,organic,5171.3,6.0,40831.92,Thursday,1,15
2025-10-23,paid_social,170544.12,16.0,58706.14,Thursday,1,15
2025-10-23,referral,40075.14,7.0,44716.66,Thursday,1,15
2025-10-23,search,204086.95,28.0,157403.14,Thursday,1,15
2025-10-24,email,18056.84,14.0,62871.72,Friday,0,16
2025-10-24,organic,4455.93,6.0,36959.11,Friday,0,16
2025-10-24,paid_social,139323.16999999998,17.0,100523.3,Friday,0,16
2025-10-24,referral,36095.9,7.0,50461.92,Friday,0,16
2025-10-24,search,148097.25,30.0,203295.86,Friday,0,16
2025-10-25,email,19675.73,13.0,98967.3,Saturday,0,16
2025-10-25,organic,4598.07,7.0,40278.5,Saturday,0,16
2025-10-25,paid_social,138463.63,14.0,94992.49,Saturday,0,16
2025-10-25,referral,28538.559999999998,4.0,9787.74,Saturday,0,16
2025-10-25,search,150893.48,31.0,243540.16,Saturday,0,16
2025-10-26,email,21271.91,15.0,97133.6,Sunday,0,16
2025-10-26,organic,4602.16,8.0,50068.89,Sunday,0,16
2025-10-26,paid_social,152694.91,17.0,97802.32,Sunday,0,16
2025-10-26,referral,37375.26,6.0,40709.76,Sunday,0,16
2025-10-26,search,186405.91,36.0,279232.26,Sunday,0,16
2025-10-27,email,21863.91,30.0,148942.51,Monday,1,16
2025-10-27,organic,5137.01,22.0,124579.46,Monday,1,16
2025-10-27,paid_social,179607.21,17.0,97027.26999999999,Monday,1,16
2025-10-27,referral,34961.13,5.0,18769.48,Monday,1,16
2025-10-27,search,168326.1,35.0,277489.54,Monday,1,16
2025-10-28,email,16208.45,9.0,71703.07,Tuesday,0,16
2025-10-28,organic,3646.56,4.0,28555.26,Tuesday,0,16
2025-10-28,paid_social,120967.79999999999,16.0,109577.14000000001,Tuesday,0,16
2025-10-28,referral,33048.44,5.0,18903.3,Tuesday,0,16
2025-10-28,search,132125.15,31.0,298302.7,Tuesday,0,16
2025-10-29,email,16030.1,12.0,67333.13,Wednesday,0,16
2025-10-29,organic,4259.06,8.0,42939.01,Wednesday,0,16
2025-10-29,paid_social,124375.29000000001,20.0,92376.09,Wednesday,0,16
2025-10-29,referral,30799.83,7.0,61889.229999999996,Wednesday,0,16
2025-10-29,search,170249.16,35.0,244032.44,Wednesday,0,16
2025-10-30,email,18228.940000000002,10.0,62435.130000000005,Thursday,0,16
2025-10-30,organic,3902.1,7.0,43666.700000000004,Thursday,0,16
2025-10-30,paid_social,149604.14,16.0,68444.18,Thursday,0,16
2025-10-30,referral,28936.24,4.0,22996.379999999997,Thursday,0,16
2025-10-30,search,135744.34,33.0,170693.55,Thursday,0,16
2025-10-31,email,16126.23,10.0,51591.36,Friday,0,17
2025-10-31,organic,4331.02,9.0,49344.91,Friday,0,17
2025-10-31,paid_social,140867.92,17.0,103615.97,Friday,0,17
2025-10-31,referral,27058.16,5.0,41463.18,Friday,0,17
2025-10-31,search,149790.82,29.0,205146.65,Friday,0,17
2025-11-01,email,24838.489999999998,18.0,103457.33,Saturday,1,17
2025-11-01,organic,6886.17,12.0,53787.09,Saturday,1,17
2025-11-01,paid_social,172781.51,13.0,72829.15,Saturday,1,17
2025-11-01,referral,44828.14,7.0,41319.02,Saturday,1,17
2025-11-01,search,210277.67,39.0,217402.98,Saturday,1,17
2025-11-02,email,25414.23,27.0,162101.94,Sunday,1,17
2025-11-02,organic,6155.24,16.0,124499.15,Sunday,1,17
2025-11-02,paid_social,220518.41999999998,19.0,100013.34,Sunday,1,17
2025-11-02,referral,40901.04,12.0,62208.52,Sunday,1,17
2025-11-02,search,230258.3,38.0,263251.44,Sunday,1,17
2025-11-03,email,20055.36,13.0,107385.08,Monday,1,17
2025-11-03,organic,5039.16,20.0,110394.63,Monday,1,17
2025-11-03,paid_social,136240.22,18.0,124141.82,Monday,1,17
2025-11-03,referral,40393.3,8.0,42509.08,Monday,1,17
2025-11-03,search,205105.08,29.0,139600.4,Monday,1,17
2025-11-04,email,20079.02,8.0,42344.03,Tuesday,1,17
2025-11-04,organic,5693.6,13.0,70261.45,Tuesday,1,17
2025-11-04,paid_social,163317.47,22.0,113124.38,Tuesday,1,17
2025-11-04,referral,39732.700000000004,16.0,86754.0,Tuesday,1,17
2025-11-04,search,183152.99,38.0,363132.35,Tuesday,1,17
2025-11-05,email,20801.57,11.0,76508.47,Wednesday,1,17
2025-11-05,organic,4897.84,6.0,29256.129999999997,Wednesday,1,17
2025-11-05,paid_social,143145.99,16.0,81767.81999999999,Wednesday,1,17
2025-11-05,referral,31997.87,7.0,39113.3,Wednesday,1,17
2025-11-05,search,190994.94,38.0,205093.82,Wednesday,1,17
2025-11-06,email,23211.8,23.0,144590.32,Thursday,1,17
2025-11-06,organic,5347.95,16.0,97213.39,Thursday,1,17
2025-11-06,paid_social,154588.6,26.0,105103.25,Thursday,1,17
2025-11-06,referral,36063.67,3.0,10495.68,Thursday,1,17
2025-11-06,search,199365.34,36.0,244379.38999999998,Thursday,1,17
2025-11-07,email,22057.68,31.0,227279.15,Friday,1,18
2025-11-07,organic,6034.01,13.0,62557.94,Friday,1,18
2025-11-07,paid_social,172500.23,30.0,154252.0,Friday,1,18
2025-11-07,referral,39280.45,13.0,76567.56999999999,Friday,1,18
2025-11-07,search,199005.9,27.0,158200.5,Friday,1,18
2025-11-08,email,21491.81,13.0,73342.17,Saturday,0,18
2025-11-08,organic,4638.53,9.0,54596.96,Saturday,0,18
2025-11-08,paid_social,149416.71,18.0,128985.88,Saturday,0,18
2025-11-08,referral,30654.7,6.0,24520.71,Saturday,0,18
2025-11-08,search,142249.22,34.0,271607.26,Saturday,0,18
2025-11-09,email,19435.49,16.0,94416.31,Sunday,0,18
2025-11-09,organic,4481.49,9.0,45963.2,Sunday,0,18
2025-11-09,paid_social,143776.44,24.0,118892.67,Sunday,0,18
2025-11-09,referral,34054.01,8.0,56422.79,Sunday,0,18
2025-11-09,search,172366.5,32.0,204084.03000000003,Sunday,0,18
2025-11-10,email,16841.7,13.0,57735.2,Monday,0,18
2025-11-10,organic,4193.06,9.0,55977.73,Monday,0,18
2025-11-10,paid_social,124230.79999999999,18.0,111281.75,Monday,0,18
2025-11-10,referral,27509.8,7.0,36355.75,Monday,0,18
2025-11-10,search,138856.77,32.0,199010.28999999998,Monday,0,18
2025-11-11,email,17257.27,8.0,56147.39,Tuesday,0,18
2025-11-11,organic,5457.27,10.0,80146.49,Tuesday,0,18
2025-11-11,paid_social,139457.78,22.0,209647.5,Tuesday,0,18
2025-11-11,referral,29042.35,6.0,59262.44,Tuesday,0,18
2025-11-11,search,148628.11,31.0,183783.2,Tuesday,0,18
2025-11-12,email,15003.3,11.0,54394.53,Wednesday,0,18
2025-11-12,organic,5197.5,3.0,15970.59,Wednesday,0,18
2025-11-12,paid_social,142065.69,17.0,95389.18,Wednesday,0,18
2025-11-12,referral,28189.41,9.0,57623.7,Wednesday,0,18
2025-11-12,search,145645.88,31.0,213958.86,Wednesday,0,18
2025-11-13,email,17992.71,13.0,101960.25,Thursday,0,18
2025-11-13,organic,4710.72,7.0,41396.44,Thursday,0,18
2025-11-13,paid_social,122395.3,11.0,66623.0,Thursday,0,18
2025-11-13,referral,28530.86,5.0,42560.38,Thursday,0,18
2025-11-13,search,141270.74,33.0,264725.54,Thursday,0,18
2025-11-14,email,17299.920000000002,5.0,25425.79,Friday,0,19
2025-11-14,organic,5088.09,6.0,58941.85,Friday,0,19
2025-11-14,paid_social,106949.6,11.0,61768.59,Friday,0,19
2025-11-14,referral,34089.09,5.0,35510.17,Friday,0,19
2025-11-14,search,178856.35,43.0,332781.62,Friday,0,19
2025-11-15,email,22411.440000000002,9.0,62077.91,Saturday,0,19
2025-11-15,organic,4663.29,3.0,22399.76,Saturday,0,19
2025-11-15,paid_social,146886.38,10.0,61731.619999999995,Saturday,0,19
2025-11-15,referral,36730.79,1.0,2514.33,Saturday,0,19
2025-11-15,search,172251.99,33.0,305688.92,Saturday,0,19
2025-11-16,email,16632.579999999998,17.0,121120.01000000001,Sunday,0,19
2025-11-16,organic,5293.33,13.0,67615.77,Sunday,0,19
2025-11-16,paid_social,158562.43,15.0,96121.06000000001,Sunday,0,19
2025-11-16,referral,42607.64,13.0,84070.93,Sunday,0,19
2025-11-16,search,182343.79,32.0,189969.91999999998,Sunday,0,19
2025-11-17,email,17827.85,11.0,65024.46000000001,Monday,0,19
2025-11-17,organic,3861.43,13.0,64511.43,Monday,0,19
2025-11-17,paid_social,141390.6,14.0,112843.47,Monday,0,19
2025-11-17,referral,32110.25,10.0,74598.79000000001,Monday,0,19
2025-11-17,search,157330.91,30.0,228590.11,Monday,0,19
2025-11-18,email,16820.32,15.0,103245.48,Tuesday,0,19
2025-11-18,organic,4405.52,13.0,86490.41,Tuesday,0,19
2025-11-18,paid_social,131324.42,11.0,55172.58,Tuesday,0,19
2025-11-18,referral,22650.86,6.0,48892.15,Tuesday,0,19
2025-11-18,search,146463.95,39.0,334502.24,Tuesday,0,19
2025-11-19,email,18925.54,22.0,156244.97,Wednesday,0,19
2025-11-19,organic,4222.610000000001,9.0,50348.65,Wednesday,0,19
2025-11-19,paid_social,101601.26,13.0,88277.58,Wednesday,0,19
2025-11-19,referral,25003.09,8.0,46956.020000000004,Wednesday,0,19
2025-11-19,search,151026.24,32.0,196658.78,Wednesday,0,19
2025-11-20,email,18857.83,12.0,65619.34,Thursday,0,19
2025-11-20,organic,3653.94,8.0,51939.55,Thursday,0,19
2025-11-20,paid_social,133263.13,11.0,36571.3,Thursday,0,19
2025-11-20,referral,31491.28,5.0,31683.93,Thursday,0,19
2025-11-20,search,182486.75,27.0,224932.37,Thursday,0,19
2025-11-21,email,20238.82,10.0,40115.41,Friday,0,20
2025-11-21,organic,4253.23,12.0,86793.09999999999,Friday,0,20
2025-11-21,paid_social,136520.1,8.0,35612.35,Friday,0,20
2025-11-21,referral,32805.37,3.0,14907.49,Friday,0,20
2025-11-21,search,152887.83,25.0,207491.28,Friday,0,20
2025-11-22,email,19039.16,14.0,100142.82,Saturday,0,20
2025-11-22,organic,5036.02,9.0,52930.12,Saturday,0,20
2025-11-22,paid_social,156137.78999999998,26.0,185123.57,Saturday,0,20
2025-11-22,referral,39444.64,8.0,74511.01999999999,Saturday,0,20
2025-11-22,search,174324.02,37.0,233248.33000000002,Saturday,0,20
2025-11-23,email,19425.0,20.0,155593.97,Sunday,0,20
2025-11-23,organic,5685.98,9.0,47225.880000000005,Sunday,0,20
2025-11-23,paid_social,155467.73,16.0,86605.44,Sunday,0,20
2025-11-23,referral,36595.28,7.0,64301.94,Sunday,0,20
2025-11-23,search,181893.22999999998,26.0,187321.41,Sunday,0,20
2025-11-24,email,17849.53,10.0,68459.31,Monday,0,20
2025-11-24,organic,4094.76,12.0,41624.24,Monday,0,20
2025-11-24,paid_social,142600.95,18.0,95919.74999999999,Monday,0,20
2025-11-24,referral,28358.79,5.0,35177.61,Monday,0,20
2025-11-24,search,146051.52,28.0,200313.67,Monday,0,20
2025-11-25,email,18670.56,8.0,23418.829999999998,Tuesday,0,20
2025-11-25,organic,4695.24,17.0,107558.76999999999,Tuesday,0,20
2025-11-25,paid_social,96364.51,15.0,88667.72,Tuesday,0,20
2025-11-25,referral,26199.78,5.0,27731.84,Tuesday,0,20
2025-11-25,search,146464.62,27.0,168525.53,Tuesday,0,20
2025-11-26,email,16309.74,15.0,104033.59,Wednesday,0,20
2025-11-26,organic,3751.52,5.0,44305.909999999996,Wednesday,0,20
2025-11-26,paid_social,126578.88,20.0,117771.98999999999,Wednesday,0,20
2025-11-26,referral,28104.06,6.0,43687.43,Wednesday,0,20
2025-11-26,search,163160.64,29.0,203755.88,Wednesday,0,20
2025-11-27,email,17072.54,19.0,130230.84,Thursday,0,20
2025-11-27,organic,3673.0299999999997,6.0,35540.53,Thursday,0,20
2025-11-27,paid_social,120858.56999999999,14.0,86867.37,Thursday,0,20
2025-11-27,referral,28063.31,5.0,34917.1,Thursday,0,20
2025-11-27,search,154942.62,41.0,269499.63,Thursday,0,20
2025-11-28,email,16788.71,12.0,78518.01999999999,Friday,0,21
2025-11-28,organic,3857.23,6.0,35255.9,Friday,0,21
2025-11-28,paid_social,121025.8,14.0,70839.72,Friday,0,21
2025-11-28,referral,29057.67,13.0,93635.47,Friday,0,21
2025-11-28,search,151320.13,34.0,339451.21,Friday,0,21
2025-11-29,email,13641.79,15.0,129638.07,Saturday,0,21
2025-11-29,organic,4610.1900000000005,8.0,43574.78,Saturday,0,21
2025-11-29,paid_social,155045.34,13.0,65131.39,Saturday,0,21
2025-11-29,referral,37612.08,11.0,95724.02,Saturday,0,21
2025-11-29,search,174621.82,46.0,344822.78,Saturday,0,21
2025-11-30,email,22664.34,12.0,76314.83,Sunday,0,21
2025-11-30,organic,5207.97,11.0,50891.43,Sunday,0,21
2025-11-30,paid_social,156224.35,18.0,92636.06,Sunday,0,21
2025-11-30,referral,37176.36,8.0,58345.36,Sunday,0,21
2025-11-30,search,191358.07,41.0,293167.66000000003,Sunday,0,21
2025-12-01,email,16384.27,13.0,62120.18,Monday,0,21
2025-12-01,organic,4700.5599999999995,17.0,76733.65,Monday,0,21
2025-12-01,paid_social,111298.9,12.0,69995.74,Monday,0,21
2025-12-01,referral,31183.79,10.0,61033.22,Monday,0,21
2025-12-01,search,167999.32,35.0,240166.71,Monday,0,21
2025-12-02,email,18194.88,20.0,143716.78,Tuesday,0,21
2025-12-02,organic,4912.889999999999,7.0,42563.259999999995,Tuesday,0,21
2025-12-02,paid_social,133123.99,7.0,38463.75,Tuesday,0,21
2025-12-02,referral,26900.53,6.0,47392.19,Tuesday,0,21
2025-12-02,search,160881.67,21.0,148697.49,Tuesday,0,21
2025-12-03,email,17379.14,17.0,99903.95,Wednesday,0,21
2025-12-03,organic,3705.66,6.0,34282.119999999995,Wednesday,0,21
2025-12-03,paid_social,138747.82,17.0,118033.78,Wednesday,0,21
2025-12-03,referral,28845.1,4.0,38370.76,Wednesday,0,21
2025-12-03,search,170740.58000000002,21.0,127307.3,Wednesday,0,21
2025-12-04,email,16329.83,10.0,62357.5,Thursday,0,21
2025-12-04,organic,3648.33,11.0,52749.990000000005,Thursday,0,21
2025-12-04,paid_social,141806.23,24.0,128479.91,Thursday,0,21
2025-12-04,referral,30976.28,10.0,54602.2,Thursday,0,21
2025-12-04,search,185178.13,33.0,234332.27,Thursday,0,21
2025-12-05,email,17948.96,3.0,31208.660000000003,Friday,0,22
2025-12-05,organic,4392.62,11.0,62271.17999999999,Friday,0,22
2025-12-05,paid_social,125897.78,17.0,78845.02,Friday,0,22
2025-12-05,referral,34100.14,8.0,81989.01,Friday,0,22
2025-12-05,search,205695.0,31.0,229755.4,Friday,0,22
2025-12-06,email,20322.96,15.0,79739.52,Saturday,0,22
2025-12-06,organic,5055.22,13.0,96712.59999999999,Saturday,0,22
2025-12-06,paid_social,153693.64,15.0,94797.2,Saturday,0,22
2025-12-06,referral,26006.75,7.0,43329.95,Saturday,0,22
2025-12-06,search,195145.57,38.0,291402.26,Saturday,0,22
2025-12-07,email,22156.52,22.0,151702.78,Sunday,0,22
2025-12-07,organic,4824.83,14.0,89235.87999999999,Sunday,0,22
2025-12-07,paid_social,161677.05,9.0,42782.990000000005,Sunday,0,22
2025-12-07,referral,37047.67,8.0,56872.44,Sunday,0,22
2025-12-07,search,172308.29,32.0,228711.51,Sunday,0,22
2025-12-08,email,16322.25,21.0,124386.77,Monday,0,22
2025-12-08,organic,4192.72,5.0,27228.09,Monday,0,22
2025-12-08,paid_social,130537.20999999999,21.0,144899.79,Monday,0,22
2025-12-08,referral,31066.43,11.0,83087.94,Monday,0,22
2025-12-08,search,182020.37,33.0,246520.60000000003,Monday,0,22
2025-12-09,email,18756.97,17.0,101229.31,Tuesday,0,22
2025-12-09,organic,4748.35,7.0,33220.240000000005,Tuesday,0,22
2025-12-09,paid_social,113608.07,16.0,76841.59,Tuesday,0,22
2025-12-09,referral,26940.170000000002,4.0,29006.5,Tuesday,0,22
2025-12-09,search,144818.57,27.0,174441.62,Tuesday,0,22
2025-12-10,email,16241.74,13.0,88196.76,Wednesday,0,22
2025-12-10,organic,4592.51,9.0,43960.83,Wednesday,0,22
2025-12-10,paid_social,116774.93,17.0,98521.01000000001,Wednesday,0,22
2025-12-10,referral,27721.670000000002,5.0,26935.579999999998,Wednesday,0,22
2025-12-10,search,130207.98,33.0,231242.24,Wednesday,0,22
2025-12-11,email,15239.369999999999,15.0,128675.34999999999,Thursday,0,22
2025-12-11,organic,4279.66,11.0,58465.7,Thursday,0,22
2025-12-11,paid_social,133104.24,17.0,72528.29000000001,Thursday,0,22
2025-12-11,referral,21434.2,4.0,20273.100000000002,Thursday,0,22
2025-12-11,search,185277.26,24.0,155523.91999999998,Thursday,0,22
2025-12-12,email,18226.96,14.0,127602.64,Friday,0,23
2025-12-12,organic,4692.9400000000005,10.0,65235.08,Friday,0,23
2025-12-12,paid_social,135900.84,14.0,65881.39,Friday,0,23
2025-12-12,referral,33177.94,10.0,60504.17,Friday,0,23
2025-12-12,search,165181.55,29.0,197864.56,Friday,0,23
2025-12-13,email,19967.93,8.0,47060.3,Saturday,0,23
2025-12-13,organic,4432.53,11.0,67514.35,Saturday,0,23
2025-12-13,paid_social,148626.56,20.0,206592.31,Saturday,0,23
2025-12-13,referral,37504.42,8.0,54880.44,Saturday,0,23
2025-12-13,search,191221.05,44.0,320459.92,Saturday,0,23
2025-12-14,email,18236.57,14.0,93750.59,Sunday,0,23
2025-12-14,organic,5161.86,10.0,75817.66,Sunday,0,23
2025-12-14,paid_social,169012.33000000002,17.0,87060.48,Sunday,0,23
2025-12-14,referral,33939.590000000004,4.0,22254.58,Sunday,0,23
2025-12-14,search,149914.52,36.0,214859.29,Sunday,0,23
2025-12-15,email,18370.43,12.0,94981.0,Monday,0,23
2025-12-15,organic,4656.4400000000005,7.0,29787.97,Monday,0,23
